signal_date_index,signal_date,execution_date,return_period_end,direction,long_signal,short_signal,previous_position,new_position,applied_position,reason,event_type,entry,resize,reversal,exit,holding_period,execution_price,gross_return,turnover,opening_cost,closing_cost,cost,net_return
2018-07-27,2018-07-27,2018-07-27,2018-08-03,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.4029998779297,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-08-03,2018-08-03,2018-08-03,2018-08-10,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.3939971923828,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-08-10,2018-08-10,2018-08-10,2018-08-17,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.9980010986328,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-08-17,2018-08-17,2018-08-17,2018-08-24,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.22000122070312,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-24,2018-08-24,2018-08-24,2018-08-31,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.51600646972656,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-31,2018-08-31,2018-08-31,2018-09-07,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.47300720214844,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-09-07,2018-09-07,2018-09-07,2018-09-14,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.39100646972656,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-09-14,2018-09-14,2018-09-14,2018-09-21,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,130.95399475097656,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-21,2018-09-21,2018-09-21,2018-09-28,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,132.47500610351562,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-28,2018-09-28,2018-09-28,2018-10-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,131.91099548339844,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-10-05,2018-10-05,2018-10-05,2018-10-12,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,131.18499755859375,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-10-12,2018-10-12,2018-10-12,2018-10-19,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.90199279785156,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-10-19,2018-10-19,2018-10-19,2018-10-26,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.5,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-10-26,2018-10-26,2018-10-26,2018-11-02,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.7959976196289,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-11-02,2018-11-02,2018-11-02,2018-11-09,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.52499389648438,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-09,2018-11-09,2018-11-09,2018-11-16,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.54100036621094,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-11-16,2018-11-16,2018-11-16,2018-11-23,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.59500122070312,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-11-23,2018-11-23,2018-11-23,2018-11-30,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.8300018310547,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-11-30,2018-11-30,2018-11-30,2018-12-07,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.19200134277344,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,2018-12-07,2018-12-07,2018-12-14,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.1739959716797,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-12-14,2018-12-14,2018-12-14,2018-12-21,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.03500366210938,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-12-21,2018-12-21,2018-12-21,2018-12-28,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.35199737548828,-0.0,0.0,0.0,0.0,0.0,-0.0
2018-12-28,2018-12-28,2018-12-28,2019-01-04,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.76799774169922,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-01-04,2019-01-04,2019-01-04,2019-01-11,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.79399871826172,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-01-11,2019-01-11,2019-01-11,2019-01-18,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.61900329589844,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-18,2019-01-18,2019-01-18,2019-01-25,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.3479995727539,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-25,2019-01-25,2019-01-25,2019-02-01,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.96900177001952,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-02-01,2019-02-01,2019-02-08,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.58000183105467,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-08,2019-02-08,2019-02-08,2019-02-15,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.4540023803711,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-02-15,2019-02-15,2019-02-15,2019-02-22,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.8499984741211,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,2019-02-22,2019-02-22,2019-03-01,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.54000091552734,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-03-01,2019-03-01,2019-03-08,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.64600372314452,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08,2019-03-08,2019-03-08,2019-03-15,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.01000213623048,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-03-15,2019-03-15,2019-03-15,2019-03-22,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.36000061035156,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-22,2019-03-22,2019-03-22,2019-03-29,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.01000213623048,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-03-29,2019-03-29,2019-03-29,2019-04-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.22000122070312,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-05,2019-04-05,2019-04-05,2019-04-12,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.31199645996094,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12,2019-04-12,2019-04-12,2019-04-19,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.68900299072266,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-19,2019-04-19,2019-04-19,2019-04-26,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.8209991455078,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-04-26,2019-04-26,2019-04-26,2019-05-03,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.29900360107422,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-05-03,2019-05-03,2019-05-03,2019-05-10,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.59600067138672,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-05-10,2019-05-10,2019-05-10,2019-05-17,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.18199920654295,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-05-17,2019-05-17,2019-05-17,2019-05-24,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.75900268554688,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-05-24,2019-05-24,2019-05-24,2019-05-31,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.5260009765625,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-05-31,2019-05-31,2019-05-31,2019-06-07,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.71700286865234,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-06-07,2019-06-07,2019-06-07,2019-06-14,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.29100036621094,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,2019-06-14,2019-06-14,2019-06-21,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.18000030517578,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-06-21,2019-06-21,2019-06-21,2019-06-28,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.16899871826172,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-28,2019-06-28,2019-06-28,2019-07-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.5189971923828,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,2019-07-05,2019-07-05,2019-07-12,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.66999816894533,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-07-12,2019-07-12,2019-07-12,2019-07-19,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.177001953125,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-07-19,2019-07-19,2019-07-19,2019-07-26,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.94300079345705,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-07-26,2019-07-26,2019-07-26,2019-08-02,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.0999984741211,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-08-02,2019-08-02,2019-08-02,2019-08-09,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.01699829101562,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-08-09,2019-08-09,2019-08-09,2019-08-16,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.44499969482422,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-08-16,2019-08-16,2019-08-16,2019-08-23,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.83999633789062,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-08-23,2019-08-23,2019-08-23,2019-08-30,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.0,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-08-30,2019-08-30,2019-08-30,2019-09-06,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.6999969482422,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-09-06,2019-09-06,2019-09-06,2019-09-13,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.13200378417967,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13,2019-09-13,2019-09-13,2019-09-20,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.60399627685548,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-20,2019-09-20,2019-09-20,2019-09-27,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.34600067138672,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-09-27,2019-09-27,2019-09-27,2019-10-04,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.66999816894533,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-10-04,2019-10-04,2019-10-04,2019-10-11,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.23999786376952,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-10-11,2019-10-11,2019-10-11,2019-10-18,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.77999877929688,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-18,2019-10-18,2019-10-18,2019-10-25,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,2019-10-25,2019-10-25,2019-11-01,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.5915985107422,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-11-01,2019-11-01,2019-11-01,2019-11-08,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.49600219726562,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,2019-11-08,2019-11-08,2019-11-15,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.77300262451172,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-11-15,2019-11-15,2019-11-15,2019-11-22,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.55799865722656,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-11-22,2019-11-22,2019-11-22,2019-11-29,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.1500015258789,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-11-29,2019-11-29,2019-11-29,2019-12-06,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.58499908447266,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,2019-12-06,2019-12-06,2019-12-13,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.73999786376952,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-12-13,2019-12-13,2019-12-13,2019-12-20,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.38300323486328,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,2019-12-20,2019-12-20,2019-12-27,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.66000366210938,-0.0,0.0,0.0,0.0,0.0,-0.0
2019-12-27,2019-12-27,2019-12-27,2020-01-03,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.68000030517578,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,2020-01-03,2020-01-03,2020-01-10,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.24500274658205,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-01-10,2020-01-10,2020-01-10,2020-01-17,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.65399932861328,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,2020-01-17,2020-01-17,2020-01-24,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.69499969482422,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,2020-01-24,2020-01-24,2020-01-31,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.10199737548828,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-01-31,2020-01-31,2020-01-31,2020-02-07,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.06300354003906,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,2020-02-07,2020-02-07,2020-02-14,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.73999786376952,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-02-14,2020-02-14,2020-02-14,2020-02-21,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.98999786376952,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-02-21,2020-02-21,2020-02-21,2020-02-28,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.77999877929688,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,2020-02-28,2020-02-28,2020-03-06,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.58899688720705,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-06,2020-03-06,2020-03-06,2020-03-13,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.24600219726562,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-13,2020-03-13,2020-03-13,2020-03-20,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,116.98400115966795,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,2020-03-20,2020-03-20,2020-03-27,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.59100341796876,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-27,2020-03-27,2020-03-27,2020-04-03,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,120.53399658203124,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,2020-04-03,2020-04-03,2020-04-10,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.13999938964844,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-10,2020-04-10,2020-04-10,2020-04-17,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,118.59200286865234,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,2020-04-17,2020-04-17,2020-04-24,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.1999969482422,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-24,2020-04-24,2020-04-24,2020-05-01,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,116.0009994506836,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-01,2020-05-01,2020-05-01,2020-05-08,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.41100311279295,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,2020-05-08,2020-05-08,2020-05-15,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,115.26300048828124,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-15,2020-05-15,2020-05-15,2020-05-22,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,116.03099822998048,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,2020-05-22,2020-05-22,2020-05-29,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,117.83000183105467,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,2020-05-29,2020-05-29,2020-06-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,119.22000122070312,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,2020-06-05,2020-06-05,2020-06-12,short,False,True,0.0,-1.1634069724854468,0.0,short_signal,entry,True,False,False,False,1,123.73200225830078,0.0,1.1634069724854468,0.0,0.0,0.0,0.0
2020-06-12,2020-06-12,2020-06-12,2020-06-19,short,False,True,-1.1634069724854468,-1.1457408010968304,-1.1634069724854468,hold,resize,False,True,False,False,2,120.55899810791016,0.03021635363845505,0.01766617138861637,0.0,0.0,0.0,0.03021635363845505
2020-06-19,2020-06-19,2020-06-19,2020-06-26,short,False,True,-1.1457408010968304,-1.1100012247329891,-1.1457408010968304,hold,resize,False,True,False,False,3,119.91400146484376,0.012970011660816606,0.035739576363841286,0.0,0.0,0.0,0.012970011660816606
2020-06-26,2020-06-26,2020-06-26,2020-07-03,short,False,True,-1.1100012247329891,-1.1659471210014063,-1.1100012247329891,hold,resize,False,True,False,False,4,120.1999969482422,-0.008823013416340768,0.05594589626841717,0.0,0.0,0.0,-0.008823013416340768
2020-07-03,2020-07-03,2020-07-03,2020-07-10,flat,False,False,-1.1659471210014063,0.0,-1.1659471210014063,max_holding_period,exit,False,False,False,True,0,120.79900360107422,-0.006452727548613179,1.1659471210014063,0.0,0.0,0.0,-0.006452727548613179
2020-07-10,2020-07-10,2020-07-10,2020-07-17,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,121.04399871826172,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-17,2020-07-17,2020-07-17,2020-07-24,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.16600036621094,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24,2020-07-24,2020-07-24,2020-07-31,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.88999938964844,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,2020-07-31,2020-07-31,2020-08-07,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.26000213623048,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,2020-08-07,2020-08-07,2020-08-14,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.3730010986328,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14,2020-08-14,2020-08-14,2020-08-21,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.41699981689452,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21,2020-08-21,2020-08-21,2020-08-28,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.4229965209961,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-28,2020-08-28,2020-08-28,2020-09-04,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.03199768066406,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-04,2020-09-04,2020-09-04,2020-09-11,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.60099792480467,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,2020-09-11,2020-09-11,2020-09-18,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.50399780273438,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-18,2020-09-18,2020-09-18,2020-09-25,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.04000091552734,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-25,2020-09-25,2020-09-25,2020-10-02,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.0719985961914,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-10-02,2020-10-02,2020-10-02,2020-10-09,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.9499969482422,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,2020-10-09,2020-10-09,2020-10-16,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.72000122070312,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,2020-10-16,2020-10-16,2020-10-23,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.33100128173828,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-10-23,2020-10-23,2020-10-23,2020-10-30,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.95999908447266,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,2020-10-30,2020-10-30,2020-11-06,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.10399627685548,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-06,2020-11-06,2020-11-06,2020-11-13,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,122.4250030517578,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,2020-11-13,2020-11-13,2020-11-20,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.0500030517578,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,2020-11-20,2020-11-20,2020-11-27,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,123.20099639892578,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-27,2020-11-27,2020-11-27,2020-12-04,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,124.16629791259766,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,2020-12-04,2020-12-04,2020-12-11,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.09600067138672,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,2020-12-11,2020-12-11,2020-12-18,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.51100158691406,-0.0,0.0,0.0,0.0,0.0,-0.0
2020-12-18,2020-12-18,2020-12-18,2020-12-25,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.47000122070312,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-25,2020-12-25,2020-12-25,2021-01-01,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.23999786376952,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,2021-01-01,2021-01-01,2021-01-08,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.44300079345705,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,2021-01-08,2021-01-08,2021-01-15,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.35099792480467,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,2021-01-15,2021-01-15,2021-01-22,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.16000366210938,-0.0,0.0,0.0,0.0,0.0,-0.0
2021-01-22,2021-01-22,2021-01-22,2021-01-29,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,125.91500091552734,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,2021-01-29,2021-01-29,2021-02-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.39800262451172,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,2021-02-05,2021-02-05,2021-02-12,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,126.33300018310548,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,2021-02-12,2021-02-12,2021-02-19,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.0500030517578,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,2021-02-19,2021-02-19,2021-02-26,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,127.74600219726562,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,2021-02-26,2021-02-26,2021-03-05,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.35499572753906,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,2021-03-05,2021-03-05,2021-03-12,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.19000244140625,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,2021-03-12,2021-03-12,2021-03-19,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,130.08200073242188,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,2021-03-19,2021-03-19,2021-03-26,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,129.81900024414062,-0.0,0.0,0.0,0.0,0.0,-0.0
2021-03-26,2021-03-26,2021-03-26,2021-04-02,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,128.5709991455078,-0.0,0.0,0.0,0.0,0.0,-0.0
2021-04-02,2021-04-02,2021-04-02,2021-04-09,flat,False,False,0.0,0.0,0.0,no_signal,none,False,False,False,False,0,130.27000427246094,0.0,0.0,0.0,0.0,0.0,0.0
